1,16.33984375,-4.53515625
2,16.83984375,-9.3046875
3,17.2392578125,-11.6103515625
4,17.8798828125,-13.4296875
5,18.4091796875,-14.4423828125
6,18.76953125,-14.8701171875
7,19.01953125,-14.880859375
8,19.099609375,-14.814453125
9,19.26953125,-14.4384765625
10,19.6396484375,-13.8916015625
11,20.0595703125,-13.4296875
12,20.5791015625,-13.8349609375
13,20.83984375,-13.7080078125
14,21.0693359375,-13.7314453125
15,21.1591796875,-12.0791015625
16,21.509765625,-10.19921875
17,22.009765625,-10.3193359375
18,22.5595703125,-9.69921875
19,22.919921875,-8.4365234375
20,23.58984375,-9.666015625
21,23.9599609375,-10.060546875
22,24.119140625,-10.31640625
23,24.009765625,-9.7333984375
24,24.359375,-8.57421875
25,24.849609375,-7.62109375
26,25.439453125,-6.5078125
27,26.0498046875,-7.20703125
28,26.189453125,-7.18359375
29,26.419921875,-7.5771484375
30,26.2099609375,-6.48828125
31,25.9599609375,-3.4384765625
32,26.2197265625,-5.4521484375
33,26.029296875,-3.421875
34,26.369140625,-4.4140625
35,26.6298828125,-3.1630859375
36,26.869140625,-2.48828125
37,27.1494140625,-2.02734375
38,27.2294921875,-2.0830078125
39,27.2392578125,-1.9921875
40,27.359375,-2.3212890625
41,26.919921875,-0.2109375
42,26.4892578125,0.6552734375
43,26.099609375,0.4970703125
44,25.51953125,1.80859375
45,25.5595703125,2.4697265625
46,25.609375,3.109375
47,25.5498046875,2.390625
48,25.259765625,1.91015625
49,24.83984375,2.2802734375
50,24.279296875,4.080078125
51,24.2099609375,4.185546875
52,23.58984375,5.06640625
53,23.279296875,4.7841796875
54,23.4091796875,4.4931640625
55,23.189453125,4.09765625
56,23.2099609375,3.55859375
57,23.1591796875,4.7509765625
58,22.8291015625,4.203125
59,22.7890625,5.1748046875
60,22.6494140625,6.640625
61,22.529296875,5.7236328125
62,22.4091796875,6.6748046875
63,22.1796875,8.5810546875
64,21.9091796875,8.4560546875
65,21.75,7.1474609375
66,21.4794921875,6.9765625
67,21.26953125,6.576171875
68,20.9697265625,7.1630859375
69,20.4892578125,8.4970703125
70,20.099609375,9.5712890625
71,19.6396484375,9.375
72,19.01953125,9.2255859375
73,18.2099609375,8.20703125
74,17.26953125,7.5830078125
75,16.029296875,8.6357421875
76,14.4697265625,9.8759765625
77,13.349609375,11.556640625
78,12.26953125,11.3759765625
79,11.439453125,10.9443359375
80,10.689453125,10.1064453125
81,10.0595703125,8.74609375
82,9.51953125,7.5771484375
83,8.83984375,7.8427734375
84,8.0595703125,10.2197265625
85,7.3095703125,13.0966796875
86,6.7998046875,13.740234375
87,6.3291015625,13.2685546875
88,5.8291015625,10.865234375
89,5.3291015625,7.5947265625
90,4.7294921875,4.8818359375
91,3.9296875,4.0322265625
92,2.83984375,5.2080078125
93,1.44921875,6.6630859375
94,0.2197265625,7.201171875
95,-0.7890625,6.4638671875
96,-1.5498046875,6.1162109375
97,-2.109375,5.12890625
98,-2.5498046875,4.3076171875
99,-3.01953125,3.8154296875
100,-3.6396484375,3.8876953125
101,-4.419921875,4.1474609375
102,-5.189453125,3.0322265625
103,-6.099609375,2.5146484375
104,-6.8798828125,1.8115234375
105,-7.7392578125,2.203125
106,-8.3291015625,1.521484375
107,-8.8798828125,0.2958984375
108,-9.3994140625,-0.5302734375
109,-10.109375,-0.953125
110,-10.8994140625,-1.8271484375
111,-11.6796875,-2.6826171875
112,-12.3896484375,-3.5654296875
113,-13.1494140625,-3.939453125
114,-13.859375,-3.2041015625
115,-14.2998046875,-2.88671875
116,-14.5,-4.00390625
117,-14.58984375,-5.4560546875
118,-14.9697265625,-5.8212890625
119,-15.6298828125,-5.546875
120,-16.3798828125,-5.208984375
121,-16.8095703125,-5.4853515625
122,-17.029296875,-5.8818359375
123,-16.859375,-7.5615234375
124,-16.51953125,-9.2705078125
125,-16.349609375,-10.5673828125
126,-16.7197265625,-10.25390625
127,-17.2392578125,-9.3154296875
128,-17.6591796875,-10.4248046875
129,-17.8095703125,-11.73046875
130,-17.759765625,-12.0546875
131,-17.76953125,-11.2373046875
132,-17.4296875,-11.2158203125
133,-17.1591796875,-11.3896484375
134,-16.689453125,-12.0478515625
135,-16.3994140625,-12.220703125
136,-16.419921875,-12.1474609375
137,-16.7392578125,-12.3740234375
138,-17.109375,-12.0703125
139,-17.3994140625,-12.46484375
140,-17.1591796875,-12.5810546875
141,-16.75,-13.8916015625
142,-16.1396484375,-12.732421875
143,-15.759765625,-11.087890625
144,-15.419921875,-11.626953125
145,-15.3095703125,-12.1630859375
146,-15.58984375,-12.4931640625
147,-16.119140625,-12.3916015625
148,-16.689453125,-12.5712890625
149,-17.1796875,-11.03515625
150,-17.25,-12.9599609375
151,-17.1396484375,-14.1533203125
152,-16.869140625,-14.5390625
153,-16.69921875,-14.4921875
154,-16.669921875,-13.8984375
155,-16.7099609375,-14.0458984375
156,-16.7998046875,-13.994140625
157,-16.919921875,-14.34375
158,-17.0693359375,-14.5146484375
159,-17.1796875,-14.978515625
160,-17.25,-15.0166015625
161,-17.33984375,-14.8388671875
162,-17.3798828125,-14.7001953125
163,-17.44921875,-15.0546875
164,-17.609375,-14.84375
165,-17.76953125,-14.8583984375
166,-17.9091796875,-14.84375
167,-17.8994140625,-15.1123046875
168,-17.83984375,-15.1044921875
169,-17.859375,-13.939453125
170,-17.7998046875,-14.56640625
171,-17.759765625,-14.482421875
172,-17.859375,-14.0751953125
173,-17.9697265625,-14.80078125
174,-17.8994140625,-15.5048828125
175,-17.9091796875,-15.07421875
176,-17.9296875,-15.2001953125
177,-17.919921875,-14.9189453125
178,-18.009765625,-14.826171875
179,-17.9892578125,-14.791015625
180,-17.9892578125,-14.7744140625
181,-18.0693359375,-14.5556640625
182,-17.9794921875,-14.8974609375
183,-17.8896484375,-14.9140625
184,-17.8994140625,-14.4951171875
185,-17.7392578125,-15.7646484375
186,-17.779296875,-14.8515625
187,-17.8095703125,-14.419921875
188,-17.5791015625,-14.6220703125
189,-17.0498046875,-15.146484375
190,-16.51953125,-15.06640625
191,-16.0791015625,-13.998046875
192,-15.69921875,-13.0810546875
193,-15.109375,-13.2041015625
194,-14.7294921875,-13.046875
195,-14.5693359375,-12.919921875
196,-14.3994140625,-12.830078125
197,-14.26953125,-13.2470703125
198,-14.0390625,-11.498046875
199,-13.69921875,-11.6640625
200,-13.2998046875,-11.9892578125
201,-13.169921875,-11.876953125
202,-13.2890625,-11.857421875
203,-13.529296875,-13.0556640625
204,-13.7392578125,-12.8984375
205,-13.779296875,-12.96484375
206,-13.8095703125,-12.8408203125
207,-13.76953125,-12.73046875
208,-13.869140625,-12.48046875
209,-14.009765625,-12.458984375
210,-14.0791015625,-12.3544921875
211,-14.1494140625,-12.44921875
212,-14.189453125,-12.6064453125
213,-14.189453125,-12.720703125
214,-14.2294921875,-12.5615234375
215,-14.3095703125,-12.4951171875
216,-14.3291015625,-12.5634765625
